district,schooldbn,name,neighborhood,address,coursepassrate,elaprof,mathprof,totalstudents,surveysafety,ellprograms,languageclasses,acceleratedclasses,electiveclasses,activities,accessibility,year
9.0,09X229,I.S. 229 Roland Patterson (09X229),Morris Heights,"275 HARLEM RIVER PARK BRIDGE, BRONX NY 10453",76.0,17.0,7.0,243.0,84.0,English as a New Language,Spanish,Living Environment,,"Art, Book Club, Chess, Creative Writing, Dance, Debate, Drama, Green Team, Homework Help, Peer Mediation, Restorative Circles, Saturday Academy, School Newspaper, Step Team, Student Council, Talent Show, Tutoring, Video Game Club, Yearbook",Partially Accessible,2020
9.0,09X231,Eagle Academy for Young Men (09X231),East Tremont,"4143 THIRD AVENUE, BRONX NY 10457",92.0,18.0,16.0,527.0,75.0,English as a New Language,,"Algebra I,Living Environment",,"Academic Tutoring, BELL xCell Afterschool Program, Robotics, Photography",Fully Accessible,2020
9.0,09X232,I.S. 232 (09X232),Morris Heights,"1700 MACOMBS ROAD, BRONX NY 10453",80.0,26.0,17.0,511.0,79.0,English as a New Language;Transitional Bilingual Education: Spanish,,"Algebra I,Living Environment",,"Art, Book Club, Coding, Drama, Fitness, Leadership, Lego Robotics, Music, Peer Mediation, Photography, Saturday Academy, STEM, Step Team, Student Council, Talent Show, Technology, Yoga",Fully Accessible,2020
9.0,09X241,"Urban Assembly School for Applied Math and Science, The (09X241)",South Bronx,"1595 BATHGATE AVENUE, BRONX NY 10457",76.0,30.0,30.0,606.0,84.0,English as a New Language,Spanish,"Algebra I,Spanish",,,Fully Accessible,2020
9.0,09X303,I.S. X303 Leadership & Community Service (09X303),Morris Heights,"1700 MACOMBS ROAD, BRONX NY 10453",99.0,45.0,39.0,318.0,95.0,English as a New Language,,Algebra I,,"Art, Book Club, Chess, Debate, Homework Help, Leadership, Math Team, Musical Theater, National Junior Honor Society, Peer Mediation, Student Council, Theater, Video Game Club, Yearbook, Gay-Straight Student Alliance",Fully Accessible,2020
9.0,09X313,I.S. 313 School of Leadership Development (09X313),South Bronx,"1600 WEBSTER AVENUE, BRONX NY 10457",87.0,13.0,11.0,302.0,72.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,Spanish,,,Partially Accessible,2020
9.0,09X323,Bronx Writing Academy (09X323),Concourse,"270 EAST 167 STREET, BRONX NY 10456",81.0,28.0,20.0,401.0,75.0,English as a New Language,Spanish,,,"Art, Book Club, Coding, Debate, Drama, Gardening, Lego Robotics, Restorative Circles, Robotics, Saturday Academy, STEM, Student Council, Talent Show, Technology",Not Accessible,2020
9.0,09X324,Bronx Early College Academy for Teaching & Learning (09X324),Concourse,"250 EAST 164 STREET, BRONX NY 10456",86.0,25.0,14.0,510.0,80.0,English as a New Language,,"Algebra I,Earth Science,US History",,"Art, Fitness, Homework Help, Restorative Circles, Saturday Academy, Service Learning, Technology, Tutoring",Not Accessible,2020
9.0,09X327,Comprehensive Model School Project M.S. 327 (09X327),High Bridge,"1501 JEROME AVENUE, BRONX NY 10452",91.0,40.0,43.0,735.0,89.0,English as a New Language,Spanish,Living Environment,,,Fully Accessible,2020
9.0,09X328,New Millennium Bronx Academy of the Arts (09X328),Concourse,"1000 TELLER AVENUE, BRONX NY 10456",81.0,19.0,10.0,319.0,90.0,English as a New Language,,,,,Not Accessible,2020
9.0,09X339,I.S. 339 (09X339),South Bronx,"1600 WEBSTER AVENUE, BRONX NY 10457",86.0,22.0,14.0,477.0,78.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,,,,Partially Accessible,2020
9.0,09X350,New Directions Secondary School (09X350),Concourse,"240 EAST 172 STREET, BRONX NY 10457",62.0,3.0,,228.0,99.0,English as a New Language,,,,"Art, Book Club, Comic Book Club, Dance, Drama, Fitness, Green Team, Homework Help, Leadership, Lego Robotics, Math Team, Peer Mediation, Restorative Circles, Rock Band, School Newspaper, Science Club, Student Council, Visual Arts, College and Career Exploration",Partially Accessible,2020
9.0,09X361,The Highbridge Green School (09X361),High Bridge,"200 WEST 167TH STREET, BRONX NY 10452",100.0,28.0,16.0,378.0,89.0,English as a New Language,,Algebra I,,"Art, Dance, Debate, Drama, Gardening, Green Team, National Junior Honor Society, Saturday Academy, Service Learning, Step Team, Student Council, Theater, Tutoring, Visual Arts",Fully Accessible,2020
9.0,09X413,Bronx High School for Medical Science (09X413),Concourse,"240 EAST 172 STREET, BRONX NY 10457",95.0,45.0,32.0,419.0,80.0,English as a New Language,Spanish,"Living Environment,US History",,,Partially Accessible,2020
9.0,09X454,Science and Technology Academy: A Mott Hall School (09X454),Concourse,"250 EAST 164 STREET, BRONX NY 10456",98.0,44.0,43.0,450.0,95.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,,,"Art, Book Club, Saturday Academy, School Newspaper, Service Learning, Student Council",Not Accessible,2020
9.0,09X505,"Bronx School for Law, Government and Justice (09X505)",Concourse,"244 EAST 163 STREET, BRONX NY 10451",92.0,54.0,38.0,751.0,82.0,English as a New Language,Spanish,"Algebra I,Spanish",,"Dance, Debate, Math Team, National Junior Honor Society, Step Team, Student Council, Mock Trial, Youth Court, Project Boost, Gear Up, Young Professional's Club",Fully Accessible,2020
9.0,09X568,Young Women's Leadership School of the Bronx (09X568),Tremont,"1865 MORRIS AVENUE, BRONX NY 10453",93.0,54.0,36.0,536.0,88.0,English as a New Language,Spanish,"Algebra I,Living Environment,Spanish",,"Art, Coding, Comic Book Club, Creative Writing, Dance, Lego Robotics, Music, Peer Mediation, Photography, Robotics, Step Team, Student Council, Talent Show, Visual Arts, Yoga, Girls Inc After School Program w a variety of additional clubs",Not Accessible,2020
9.0,09X593,South Bronx International Middle School (09X593),,"1000 TELLER AVENUE, BRONX NY 10456",,,,45.0,,English as a New Language,,,,"Art, Book Club, Dance, Fashion, Fitness, Homework Help, Leadership, Music, Peer Mediation, Photography, Restorative Circles, Saturday Academy, Service Learning, Student Council, Talent Show, Yoga, Small Group Instruction, Advisory",Not Accessible,2020
10.0,10X003,P.S. 3 Raul Julia Micro Society (10X003),East Tremont,"2100 LAFONTAINE AVENUE, BRONX NY 10457",84.0,47.0,38.0,321.0,88.0,English as a New Language,Spanish,Algebra I,,,Fully Accessible,2020
10.0,10X015,P.S. X015 Institute for Environmental Learning (10X015),University Heights,"2195 ANDREWS AVENUE, BRONX NY 10453",92.0,50.0,54.0,475.0,89.0,English as a New Language,Spanish,,,,Fully Accessible,2020
10.0,10X020,"PS/MS 20 P.O.George J. Werdann, III (10X020)",Norwood,"3050 WEBSTER AVENUE, BRONX NY 10467",88.0,35.0,26.0,988.0,73.0,English as a New Language,Spanish,,,"Chorus, Math Team, Restorative Circles, Spelling Bee, Student Council, Yearbook",Fully Accessible,2020
10.0,10X037,P.S. X037 - Multiple Intelligence School (10X037),Spuyten Duyvil,"360 WEST 230 STREET, BRONX NY 10463",70.0,38.0,33.0,630.0,79.0,English as a New Language,Spanish,Algebra I,,,Fully Accessible,2020
10.0,10X045,Thomas C. Giordano Middle School 45 (10X045),Belmont,"2502 LORILLARD PLACE, BRONX NY 10458",97.0,30.0,12.0,709.0,71.0,English as a New Language;Transitional Bilingual Education: Spanish,,"Algebra I,Living Environment",,"Art, Book Club, Coding, Debate, Gardening, Lego Robotics, STEM, Student Council, Technology, Yearbook, champs basketball, champs soccer, floor hockey",Not Accessible,2020
10.0,10X244,The New School for Leadership and Journalism (10X244),Kingsbridge,"120 WEST 231 STREET, BRONX NY 10463",97.0,39.0,25.0,748.0,88.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,"Algebra I,Living Environment",,"Art, Band, Choir, Coding, Cooking, Dance, Drama, Fitness, Gardening, Homework Help, Latin Dance, Leadership, Lego Robotics, Math Team, Musical Theater, Robotics, Rock Band, Saturday Academy, Spelling Bee, Step Team, Student Council, Urban Arts, Visual Arts, Specialized HS Prep",Not Accessible,2020
10.0,10X080,J.H.S. 080 The Mosholu Parkway (10X080),Norwood,"149 EAST MOSHOLU PKWY N, BRONX NY 10467",92.0,31.0,17.0,652.0,83.0,English as a New Language;Dual Language: Spanish;Transitional Bilingual Education: Spanish,,Earth Science,,"Art, Band, Chess, Coding, Dance, Drama, Engineering, Guitar, Leadership, Lego Robotics, Music, Robotics, Saturday Academy, Science Club, Student Council, Talent Show, Technology, Theater, Tutoring, Visual Arts, Yearbook, Environmental Club, 80 Challenge",Partially Accessible,2020
10.0,10X095,P.S. 095 Sheila Mencher (10X095),Bedford Park,"3961 HILLMAN AVENUE, BRONX NY 10463",94.0,40.0,30.0,1230.0,84.0,English as a New Language;Transitional Bilingual Education: Spanish,French,"Algebra I,Earth Science,English,US History",,,Fully Accessible,2020
10.0,10X118,J.H.S. 118 William W. Niles (10X118),East Tremont,"577 EAST 179 STREET, BRONX NY 10457",94.0,48.0,36.0,1105.0,69.0,English as a New Language;Transitional Bilingual Education: Spanish,Mandarin,"Algebra I,Living Environment,US History",,"Chess, Debate, Drama, Fitness, National Junior Honor Society, Student Council, Talent Show, Tutoring, Visual Arts, Yearbook, Thurgood Marshall Junior Mock Trial Competition",Partially Accessible,2020
10.0,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141) (10X141),Riverdale,"660 WEST 237 STREET, BRONX NY 10463",94.0,53.0,44.0,1513.0,80.0,English as a New Language,Spanish,"Algebra I,Living Environment,Spanish",,"Art, Band, Book Club, Choir, Chorus, Dance, Drama, Glee Club, Homework Help, Latin Dance, Music, Musical Theater, National Junior Honor Society, Peer Mediation, Restorative Circles, Robotics, School Newspaper, Spelling Bee, Student Council, Talent Show, Theater, Tutoring, Video Game Club, Visual Arts, Yearbook",Partially Accessible,2020
30.0,30Q235,Academy for New Americans (30Q235),Astoria,"30-14 30 STREET, QUEENS NY 11102",96.0,,22.0,117.0,97.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,,,"Art, Dance, Drama, Homework Help, Saturday Academy, Theater, Visual Arts, Yearbook",Fully Accessible,2020
10.0,10X206,I.S. 206 Ann Mersereau (10X206),University Heights,"2280 AQUEDUCT AVENUE, BRONX NY 10468",82.0,12.0,15.0,229.0,92.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,Earth Science,,"Art, Band, Book Club, Chess, Choir, Coding, Creative Writing, Fitness, Leadership, Music, Peer Mediation, Restorative Circles, Saturday Academy, Spelling Bee, STEM, Student Council, Talent Show, Technology, Tutoring, Visual Arts",Not Accessible,2020
10.0,10X225,Theatre Arts Production Company School (10X225),Tremont,"2225 WEBSTER AVENUE, BRONX NY 10457",94.0,32.0,20.0,540.0,77.0,English as a New Language,Spanish,Algebra I,,"Art, Band, Book Club, Chess, Chorus, Cooking, Dance, Drama, Gardening, Green Team, Guitar, Homework Help, Math Team, Music, Musical Theater, National Junior Honor Society, Peer Mediation, Photography, Restorative Circles, Saturday Academy, STEM, Step Team, Student Council, Talent Show, Technology, Theater, Tutoring, Urban Arts, Visual Arts, Yearbook",Partially Accessible,2020
10.0,10X228,Jonas Bronck Academy (10X228),Fordham,"400 EAST FORDHAM ROAD, BRONX NY 10458",96.0,59.0,48.0,270.0,96.0,English as a New Language,Mandarin,,,"Art, Band, Choir, Chorus, Cooking, Dance, Fashion, Homework Help, Leadership, Music, Musical Theater, National Junior Honor Society, Photography, Science Olympiad, Service Learning, Spelling Bee, Student Council, Talent Show, Technology, Visual Arts, Yearbook",Fully Accessible,2020
10.0,10X243,West Bronx Academy for the Future (10X243),Belmont,"500 EAST FORDHAM ROAD, BRONX NY 10458",90.0,33.0,14.0,609.0,75.0,English as a New Language,Spanish,"Algebra I,Living Environment,US History",,"Art, Dance, Fitness, Homework Help, Music, National Junior Honor Society, Photography, Restorative Circles, Saturday Academy, Talent Show, Tutoring",Partially Accessible,2020
11.0,11X175,P.S./M.S. 175 City Island (11X175),City Island,"200 CITY ISLAND AVENUE, BRONX NY 10464",97.0,54.0,44.0,312.0,90.0,English as a New Language,,"Algebra I,Earth Science",,,Not Accessible,2020
10.0,10X254,I.S. 254 (10X254),Belmont,"2452 WASHINGTON AVENUE, BRONX NY 10458",85.0,27.0,20.0,493.0,69.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,Algebra I,,"Art, Book Club, Coding, Dance, Drama, Fashion, Music, Saturday Academy, STEM, Talent Show, Visual Arts, Yearbook",Fully Accessible,2020
10.0,10X279,"P.S. 279 Captain Manuel Rivera, Jr. (10X279)",Tremont,"2100 WALTON AVENUE, BRONX NY 10453",94.0,27.0,26.0,1031.0,84.0,English as a New Language;Transitional Bilingual Education: Spanish,,Living Environment,,"Art, Band, Chess, Choir, Chorus, Fitness, Green Team, Guitar, Leadership, Math Team, Music, Peer Mediation, Restorative Circles, Saturday Academy, STEM, Student Council, Technology, Theater, Yearbook",Fully Accessible,2020
10.0,10X280,P.S./M.S. 280 Mosholu Parkway (10X280),Norwood,"3202 STEUBEN AVENUE, BRONX NY 10467",95.0,35.0,32.0,816.0,89.0,English as a New Language,Spanish,Algebra I,,,Partially Accessible,2020
10.0,10X308,Bronx Dance Academy School (10X308),Norwood,"3617 BAINBRIDGE AVENUE, BRONX NY 10467",95.0,42.0,22.0,271.0,83.0,English as a New Language,Spanish,,,"Art, Band, Cooking, Dance, Drama, Homework Help, Leadership, Saturday Academy, Step Team, Talent Show, Visual Arts",Fully Accessible,2020
10.0,10X315,P.S. 315 Lab School (10X315),Bedford Park,"2865 CLAFLIN AVENUE, BRONX NY 10468",96.0,48.0,35.0,230.0,89.0,English as a New Language,Spanish,,,"Art, Band, Book Club, Choir, Chorus, Coding, Comic Book Club, Debate, Fitness, Gardening, Green Team, Guitar, Homework Help, Leadership, Math Team, Music, Peer Mediation, Photography, Restorative Circles, Robotics, Saturday Academy, School Newspaper, Science Club, Service Learning, Spelling Bee, STEM, Student Council, Talent Show, Urban Arts, Video Game Club, Visual Arts, Yearbook",Not Accessible,2020
10.0,10X331,The Bronx School of Young Leaders (10X331),Morris Heights,"40 WEST TREMONT AVENUE, BRONX NY 10453",76.0,28.0,25.0,434.0,80.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,Living Environment,,"Art, Book Club, Chess, Choir, Coding, Comic Book Club, Dance, Fashion, Fitness, Homework Help, Leadership, Lego Robotics, National Junior Honor Society, Saturday Academy, School Newspaper, Service Learning, STEM, Student Council, Talent Show, Technology, Tutoring, Yoga",Fully Accessible,2020
10.0,10X342,International School for Liberal Arts (10X342),Bedford Park,"2780 RESERVOIR AVENUE, BRONX NY 10468",93.0,21.0,10.0,518.0,87.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,Living Environment,,"Art, Cooking, Dance, Drama, Guitar, Robotics, Accelerated Program, Fine Arts, Hip-Hop, In-line Skating",Fully Accessible,2020
10.0,10X363,Academy For Personal Leadership And Excellence (10X363),Fordham,"120 EAST 184 STREET, BRONX NY 10468",95.0,24.0,13.0,582.0,90.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,"Algebra I,US History",,"Art, Band, Book Club, Chess, Choir, Chorus, Coding, Comic Book Club, Cooking, Creative Writing, Dance, Drama, Fitness, Gardening, Green Team, Guitar, Homework Help, Latin Dance, Leadership, Lego Robotics, Math Team, Music, Musical Theater, Peer Mediation, Photography, Restorative Circles, Robotics, Saturday Academy, School Newspaper, Science Club, Service Learning, Spelling Bee, STEM, Step Team, Student Council, Talent Show, Technology, Theater, Tutoring, Urban Arts, Video Game Club, Visual Arts, Yearbook, Yoga, Swimming , Basketball, Volleyball, Soccer, Baseball",Not Accessible,2020
10.0,10X368,In-Tech Academy (M.S. / High School 368) (10X368),Spuyten Duyvil,"2975 TIBBETT AVENUE, BRONX NY 10463",84.0,38.0,24.0,1022.0,85.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,"Algebra I,Living Environment,Spanish,US History",,"Art, Band, Book Club, Coding, Debate, Homework Help, Leadership, Musical Theater, Peer Mediation, Restorative Circles, Saturday Academy, Service Learning, STEM, Student Council, Talent Show, Technology, Tutoring, Yearbook",Fully Accessible,2020
10.0,10X390,M.S. 390 (10X390),University Heights,"1930 ANDREWS AVENUE, BRONX NY 10453",79.0,30.0,22.0,539.0,68.0,English as a New Language;Dual Language: Spanish;Transitional Bilingual Education: Spanish,Spanish,"Algebra I,Living Environment,US History",,"Art, Band, Book Club, Chess, Coding, Dance, Debate, Drama, Engineering, Fashion, Homework Help, Latin Dance, Leadership, Lego Robotics, Music, Musical Theater, Peer Mediation, Robotics, Saturday Academy, Spelling Bee, STEM, Student Council, Technology, Theater, Tutoring, Urban Arts, Visual Arts, Yearbook, Digital Portfolio",Not Accessible,2020
10.0,10X391,The Angelo Patri Middle School (10X391),Tremont,"2225 WEBSTER AVENUE, BRONX NY 10457",68.0,16.0,8.0,475.0,71.0,English as a New Language;Transitional Bilingual Education: Spanish,Spanish,Living Environment,,"Book Club, Chess, Chorus, Creative Writing, Dance, Drama, Green Team, Music, Musical Theater, National Junior Honor Society, Peer Mediation, Photography, Restorative Circles, Saturday Academy, School Newspaper, Service Learning, Student Council, Theater, Video Game Club",Partially Accessible,2020
10.0,10X447,Creston Academy (10X447),Tremont,"125 EAST 181 STREET, BRONX NY 10453",99.0,34.0,28.0,459.0,90.0,English as a New Language;Transitional Bilingual Education: Spanish,,"Algebra I,Living Environment",,"Art, Chess, Coding, Debate, Saturday Academy, STEM, Step Team, Student Council, Yearbook",Fully Accessible,2020
11.0,11X019,P.S. 019 Judith K. Weiss (11X019),Woodlawn,"4318 KATONAH AVENUE, BRONX NY 10470",98.0,57.0,55.0,520.0,85.0,English as a New Language,Spanish,Algebra I,,"Art, Chorus, Fitness, Leadership, National Junior Honor Society, Yearbook",Not Accessible,2020
11.0,11X355,Bronx Alliance Middle School (11X355),Eastchester,"3750 BAYCHESTER AVENUE, BRONX NY 10466",93.0,22.0,10.0,300.0,75.0,English as a New Language,Spanish,"Algebra I,Living Environment",,"Art, Band, Book Club, Creative Writing, Drama, Fitness, Homework Help, Leadership, National Junior Honor Society, Peer Mediation, Restorative Circles, Saturday Academy, Spelling Bee, Student Council, Talent Show, Technology, Video Game Club, Visual Arts, Yearbook",Not Accessible,2020
